Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 1,,,,,,,,,,,,,,,,,,,
Statistics,,TOTAL,,Election Day,,Early Vote,,Absentee,,,Canvass,,Absentee After ED,,Provisional,,,,
Undervotes,,340,,34.14%,,125,,211,,,3,,0,,1,,0,,
Contest Totals,,996,,100.00%,,399,,581,,,12,,0,,2,,2,,
,FOR SHERIFF,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP JASON MORGAN,,575,,57.73%,,234,,334,,,4,,0,,1,,2,,
DEM TODD FORBES,,364,,36.55%,,145,,210,,,8,,0,,1,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,2,,0.20%,,1,,1,,,0,,0,,0,,0,,
Total Votes Cast,,941,,94.48%,,380,,545,,,12,,0,,2,,2,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,55,,5.52%,,19,,36,,,0,,0,,0,,0,,
Contest Totals,,996,,100.00%,,399,,581,,,12,,0,,2,,2,,
,FOR ASSESSOR,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP RICH JACOBS,,504,,50.60%,,210,,287,,,5,,0,,1,,1,,
DEM MARK A. MUSICK,,445,,44.68%,,169,,267,,,7,,0,,1,,1,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Total Votes Cast,,949,,95.28%,,379,,554,,,12,,0,,2,,2,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,47,,4.72%,,20,,27,,,0,,0,,0,,0,,
Contest Totals,,996,,100.00%,,399,,581,,,12,,0,,2,,2,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,143,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 58,,,,,,,,,,,,,,,,,,,
,FOR SURVEYOR,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP BOB ANDRIOTTO,,809,,81.22%,,328,,472,,,5,,0,,2,,2,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,2,,0.20%,,1,,1,,,0,,0,,0,,0,,
Total Votes Cast,,811,,81.43%,,329,,473,,,5,,0,,2,,2,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,185,,18.57%,,70,,108,,,7,,0,,0,,0,,
Contest Totals,,996,,100.00%,,399,,581,,,12,,0,,2,,2,,
,AMENDMENT NO. 1,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
For,,411,,41.27%,,159,,248,,,3,,0,,0,,1,,
Against,,452,,45.38%,,193,,248,,,9,,0,,2,,0,,
Total Votes Cast,,863,,86.65%,,352,,496,,,12,,0,,2,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,133,,13.35%,,47,,85,,,0,,0,,0,,1,,
Contest Totals,,996,,100.00%,,399,,581,,,12,,0,,2,,2,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,144,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 59,,,,,,,,,,,,,,,,,,,
Statistics,,TOTAL,,Election Day,,Early Vote,,Absentee,,,Canvass,,Absentee After ED,,Provisional,,,,
Registered Voters - Total,,"1,239",,,,,,,,,,,,,,,,,
Ballots Cast - Total,,928,,366,,539,,19,,,0,,3,,1,,,,
Ballots Cast - Blank,,0,,0,,0,,0,,,0,,0,,0,,,,
Voter Turnout - Total,,74.90%,,,,,,,,,,,,,,,,,
,FOR PRESIDENT,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP DONALD J. TRUMP,,516,,55.60%,,234,,270,,,9,,0,,2,,1,,
DEM KAMALA D. HARRIS,,386,,41.59%,,120,,255,,,10,,0,,1,,0,,
LBN CHASE OLIVER,,5,,0.54%,,3,,2,,,0,,0,,0,,0,,
MTN JILL STEIN,,2,,0.22%,,2,,0,,,0,,0,,0,,0,,
IND ROBERT F. KENNEDY JR.,,7,,0.75%,,3,,4,,,0,,0,,0,,0,,
Write-In Totals,,3,,0.32%,,2,,1,,,0,,0,,0,,0,,
Total Votes Cast,,919,,99.03%,,364,,532,,,19,,0,,3,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,9,,0.97%,,2,,7,,,0,,0,,0,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
,FOR U.S. SENATOR,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP JIM JUSTICE,,512,,55.17%,,220,,283,,,8,,0,,1,,0,,
DEM GLENN ELLIOTT,,354,,38.15%,,113,,228,,,11,,0,,1,,1,,
LBN DAVID MORAN,,40,,4.31%,,24,,16,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,2,,0.22%,,0,,2,,,0,,0,,0,,0,,
Total Votes Cast,,908,,97.84%,,357,,529,,,19,,0,,2,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,20,,2.16%,,9,,10,,,0,,0,,1,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
,FOR U.S. HOUSE OF REPS 2ND DIST,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP RILEY MOORE,,507,,54.63%,,229,,270,,,6,,0,,2,,0,,
DEM STEVEN WENDELIN,,369,,39.76%,,117,,239,,,12,,0,,1,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,1,,0.11%,,1,,0,,,0,,0,,0,,0,,
Total Votes Cast,,877,,94.50%,,347,,509,,,18,,0,,3,,0,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,51,,5.50%,,19,,30,,,1,,0,,0,,1,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,145,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 59,,,,,,,,,,,,,,,,,,,
,FOR GOVERNOR,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP PATRICK MORRISEY,,463,,49.89%,,206,,249,,,7,,0,,1,,0,,
DEM STEVE WILLIAMS,,371,,39.98%,,107,,250,,,12,,0,,1,,1,,
LBN ERIKA KLIE KOLENICH,,41,,4.42%,,24,,17,,,0,,0,,0,,0,,
MTN CHASE LINKO-LOOPER,,8,,0.86%,,5,,3,,,0,,0,,0,,0,,
CST S. MARSHALL WILSON,,9,,0.97%,,6,,3,,,0,,0,,0,,0,,
Write-In Totals,,1,,0.11%,,1,,0,,,0,,0,,0,,0,,
Total Votes Cast,,893,,96.23%,,349,,522,,,19,,0,,2,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,35,,3.77%,,17,,17,,,0,,0,,1,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
,FOR SECRETARY OF STATE,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP KRIS WARNER,,512,,55.17%,,233,,270,,,7,,0,,2,,0,,
DEM THORNTON COOPER,,362,,39.01%,,109,,240,,,11,,0,,1,,1,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Total Votes Cast,,874,,94.18%,,342,,510,,,18,,0,,3,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,54,,5.82%,,24,,29,,,1,,0,,0,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
,FOR AUDITOR,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP MARK HUNT,,470,,50.65%,,220,,242,,,6,,0,,2,,0,,
DEM MARY ANN ROEBUCK CLAYTOR,,385,,41.49%,,118,,252,,,13,,0,,1,,1,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Total Votes Cast,,855,,92.13%,,338,,494,,,19,,0,,3,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,73,,7.87%,,28,,45,,,0,,0,,0,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,146,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 59,,,,,,,,,,,,,,,,,,,
,FOR TREASURER,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP LARRY PACK,,678,,73.06%,,288,,375,,,13,,0,,1,,1,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,16,,1.72%,,10,,6,,,0,,0,,0,,0,,
Total Votes Cast,,694,,74.78%,,298,,381,,,13,,0,,1,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,234,,25.22%,,68,,158,,,6,,0,,2,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
,FOR COMMISSIONER OF AGRICULTURE,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP KENT LEONHARDT,,546,,58.84%,,246,,290,,,8,,0,,2,,0,,
DEM DEBORAH STILES,,324,,34.91%,,96,,216,,,10,,0,,1,,1,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Total Votes Cast,,870,,93.75%,,342,,506,,,18,,0,,3,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,58,,6.25%,,24,,33,,,1,,0,,0,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
,FOR ATTORNEY GENERAL,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
"REP JOHN ""JB"" McCUSKEY",,498,,53.66%,,218,,271,,,6,,0,,2,,1,,
DEM TERESA TORISEVA,,371,,39.98%,,124,,234,,,12,,0,,1,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Total Votes Cast,,869,,93.64%,,342,,505,,,18,,0,,3,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,59,,6.36%,,24,,34,,,1,,0,,0,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,147,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 59,,,,,,,,,,,,,,,,,,,
,FOR STATE SENATOR 2ND DISTRICT,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP CHRIS ROSE,,673,,72.52%,,289,,369,,,12,,0,,2,,1,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,14,,1.51%,,7,,7,,,0,,0,,0,,0,,
Total Votes Cast,,687,,74.03%,,296,,376,,,12,,0,,2,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,241,,25.97%,,70,,163,,,7,,0,,1,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
,FOR MEMBER OF HOUSE OF DELEGATES 77TH DISTRICT,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP JOE STATLER,,699,,75.32%,,294,,389,,,14,,0,,1,,1,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,15,,1.62%,,8,,7,,,0,,0,,0,,0,,
Total Votes Cast,,714,,76.94%,,302,,396,,,14,,0,,1,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,214,,23.06%,,64,,143,,,5,,0,,2,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
,FOR COUNTY COMMISSIONER,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP MARYANN (BABICH) FOLZ,,364,,39.22%,,185,,172,,,5,,0,,1,,1,,
DEM TOM  BLOOM,,524,,56.47%,,163,,346,,,13,,0,,2,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,2,,0.22%,,0,,2,,,0,,0,,0,,0,,
Total Votes Cast,,890,,95.91%,,348,,520,,,18,,0,,3,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,38,,4.09%,,18,,19,,,1,,0,,0,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,148,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 59,,,,,,,,,,,,,,,,,,,
,FOR PROSECUTING ATTORNEY,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
"DEM GABRIELLE ""GABE"" MUCCIOLA",,640,,68.97%,,232,,390,,,16,,0,,1,,1,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,13,,1.40%,,6,,7,,,0,,0,,0,,0,,
Total Votes Cast,,653,,70.37%,,238,,397,,,16,,0,,1,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,275,,29.63%,,128,,142,,,3,,0,,2,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
,FOR SHERIFF,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP JASON MORGAN,,423,,45.58%,,192,,225,,,4,,0,,1,,1,,
DEM TODD FORBES,,458,,49.35%,,151,,291,,,15,,0,,1,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Total Votes Cast,,881,,94.94%,,343,,516,,,19,,0,,2,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,47,,5.06%,,23,,23,,,0,,0,,1,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
,FOR ASSESSOR,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP RICH JACOBS,,360,,38.79%,,176,,178,,,5,,0,,1,,0,,
DEM MARK A. MUSICK,,519,,55.93%,,168,,335,,,14,,0,,1,,1,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Total Votes Cast,,879,,94.72%,,344,,513,,,19,,0,,2,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,49,,5.28%,,22,,26,,,0,,0,,1,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,149,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 59,,,,,,,,,,,,,,,,,,,
,FOR SURVEYOR,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP BOB ANDRIOTTO,,684,,73.71%,,294,,377,,,11,,0,,1,,1,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,9,,0.97%,,5,,4,,,0,,0,,0,,0,,
Total Votes Cast,,693,,74.68%,,299,,381,,,11,,0,,1,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,235,,25.32%,,67,,158,,,8,,0,,2,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
,AMENDMENT NO. 1,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
For,,299,,32.22%,,125,,169,,,5,,0,,0,,0,,
Against,,534,,57.54%,,199,,319,,,13,,0,,2,,1,,
Total Votes Cast,,833,,89.76%,,324,,488,,,18,,0,,2,,1,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,95,,10.24%,,42,,51,,,1,,0,,1,,0,,
Contest Totals,,928,,100.00%,,366,,539,,,19,,0,,3,,1,,
Precinct Summary - 11/12/2024     2:58 PM,,,,,,,,,,150,,,,,,,,, of 258
Report generated with Electionware Copyright © 2007-2019,,,,,,,,,,,,,,,,,,,
Summary Results Report,,,,,,,,,,OFFICIAL RESULTS,,,,,,,,,
General Election,,,,,,,,,,,,,,,,,,,
"November 5, 2024",,,,,,,,,,"Monongalia County, West Virginia",,,,,,,,,
PRECINCT 61,,,,,,,,,,,,,,,,,,,
Statistics,,TOTAL,,Election Day,,Early Vote,,Absentee,,,Canvass,,Absentee After ED,,Provisional,,,,
Registered Voters - Total,,"3,650",,,,,,,,,,,,,,,,,
Ballots Cast - Total,,"2,578",,961,,"1,551",,50,,,0,,6,,10,,,,
Ballots Cast - Blank,,1,,1,,0,,0,,,0,,0,,0,,,,
Voter Turnout - Total,,70.63%,,,,,,,,,,,,,,,,,
,FOR PRESIDENT,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP DONALD J. TRUMP,,"1,464",,56.79%,,578,,855,,,23,,0,,2,,6,,
DEM KAMALA D. HARRIS,,"1,021",,39.60%,,332,,657,,,26,,0,,4,,2,,
LBN CHASE OLIVER,,8,,0.31%,,5,,2,,,1,,0,,0,,0,,
MTN JILL STEIN,,10,,0.39%,,6,,4,,,0,,0,,0,,0,,
IND ROBERT F. KENNEDY JR.,,47,,1.82%,,23,,22,,,0,,0,,0,,2,,
Write-In Totals,,17,,0.66%,,11,,6,,,0,,0,,0,,0,,
Total Votes Cast,,"2,567",,99.57%,,955,,"1,546",,,50,,0,,6,,10,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,11,,0.43%,,6,,5,,,0,,0,,0,,0,,
Contest Totals,,"2,578",,100.00%,,961,,"1,551",,,50,,0,,6,,10,,
,FOR U.S. SENATOR,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP JIM JUSTICE,,"1,439",,55.82%,,566,,839,,,25,,0,,3,,6,,
DEM GLENN ELLIOTT,,952,,36.93%,,306,,617,,,23,,0,,3,,3,,
LBN DAVID MORAN,,128,,4.97%,,63,,63,,,1,,0,,0,,1,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,9,,0.35%,,4,,5,,,0,,0,,0,,0,,
Total Votes Cast,,"2,528",,98.06%,,939,,"1,524",,,49,,0,,6,,10,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,50,,1.94%,,22,,27,,,1,,0,,0,,0,,
Contest Totals,,"2,578",,100.00%,,961,,"1,551",,,50,,0,,6,,10,,
,FOR U.S. HOUSE OF REPS 2ND DIST,,,,,,,,,,,,,,,,,,
,Vote For 1,,,,,,,,,,,,,,,,,,
,,,TOTAL,,VOTE %,,Election Day,,Early Vote,,,Absentee,,Canvass,,Absentee After ED,,Provisional,
REP RILEY MOORE,,"1,473",,57.14%,,588,,854,,,22,,0,,2,,7,,
DEM STEVEN WENDELIN,,971,,37.66%,,315,,624,,,25,,0,,4,,3,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
NO CANDIDATE(S) NOMINATED,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Write-In Totals,,3,,0.12%,,3,,0,,,0,,0,,0,,0,,
Total Votes Cast,,"2,447",,94.92%,,906,,"1,478",,,47,,0,,6,,10,,
Overvotes,,0,,0.00%,,0,,0,,,0,,0,,0,,0,,
Undervotes,,131,,5.08%,,55,,73,,,3,,0,,0,,0,,
